Date,Carsten,Yakunai,Nanu
07/252,27.8,27.8,26.4
08/252,29.8,29.8,28.8
09/252,27.6,27.6,27.0
10/252,23.3,23.3,27.6
11/252,22.5,22.5,26.9
12/252,19.9,19.9,25.9
13/252,20.1,20.1,24.9
14/252,18.3,18.3,25.8
15/252,16.8,16.8,23.3
16/252,15.5,15.5,22.5
17/252,17.2,17.2,22.6
18/252,16.5,16.5,22.3
19/252,15.4,15.4,20.9
20/252,13.9,13.9,22.4
21/252,11.2,11.2,21.7
22/252,11.4,11.4,22.5
23/252,11.2,11.2,22.3
24/252,10.3,10.3,23.7
25/252,12.4,12.4,25.8
26/252,14.4,14.4,25.4
27/252,13.2,13.2,26.9
28/252,14.3,14.3,27.2
01/253,17.8,17.8,30.1
02/253,18.6,18.6,30.7
03/253,20.8,20.8,32.2
04/253,21.8,21.8,31.9
05/253,25.2,25.2,33.1
06/253,26.6,26.6,32.3
07/253,24.7,24.7,33.1
08/253,26.2,26.2,33.2
09/253,24.5,24.5,33.1
10/253,22.4,22.4,32.8
11/253,22.9,22.9,31.2
12/253,21.3,21.3,27.3
13/253,21.1,21.1,25.8
14/253,17.9,17.9,24.4
15/253,16.5,16.5,23.8
16/253,16.7,16.7,24.0
17/253,15.2,15.2,21.7
18/253,15.5,15.5,21.2
19/253,13.8,13.8,20.0
20/253,10.7,10.7,17.6
21/253,9.4,9.4,18.7
22/253,7.3,7.3,18.0
23/253,8.0,8.0,16.8
24/253,10.3,10.3,16.1
25/253,12.6,12.6,16.0
26/253,14.2,14.2,18.2
27/253,16.6,16.6,19.7
28/253,15.0,15.0,20.3
01/254,17.4,17.4,21.8
02/254,23.1,23.1,24.5
03/254,25.4,25.4,27.1
04/254,27.1,27.1,28.8
05/254,27.1,27.1,30.9
06/254,29.6,29.6,30.2
07/254,29.0,29.0,31.1
08/254,25.3,25.3,32.1
09/254,26.5,26.5,32.4
10/254,27.5,27.5,32.2
11/254,24.4,24.4,30.7
12/254,20.6,20.6,30.4
13/254,20.7,20.7,30.8
14/254,17.5,17.5,30.3
15/254,16.4,16.4,27.6
16/254,15.2,15.2,26.9
17/254,12.3,12.3,24.9
18/254,12.1,12.1,25.5
19/254,7.3,7.3,24.8
20/254,5.4,5.4,22.9
21/254,4.8,4.8,22.2
22/254,2.5,2.5,20.0
23/254,4.0,4.0,20.1
24/254,4.3,4.3,22.3
25/254,6.0,6.0,20.3
26/254,12.9,12.9,20.6
27/254,13.1,13.1,23.2
28/254,17.8,17.8,24.6
01/255,19.1,19.1,23.8
02/255,17.3,17.3,24.6
03/255,20.8,20.8,26.1
04/255,23.8,23.8,26.1
05/255,26.6,26.6,25.4
06/255,28.4,28.4,26.4
07/255,27.4,27.4,26.1
08/255,26.7,26.7,25.4
09/255,28.2,28.2,23.8
10/255,27.3,27.3,23.1
11/255,26.3,26.3,22.5
12/255,23.9,23.9,21.8
13/255,22.6,22.6,21.6
14/255,19.2,19.2,22.6
15/255,20.0,20.0,20.5
16/255,17.3,17.3,20.7
17/255,15.5,15.5,21.2
18/255,13.2,13.2,20.5
19/255,11.4,11.4,20.5
20/255,9.6,9.6,18.7
21/255,8.1,8.1,20.0
22/255,8.2,8.2,21.1
23/255,8.1,8.1,21.6
24/255,6.7,6.7,22.8
25/255,10.2,10.2,23.3
26/255,12.2,12.2,24.2
27/255,15.8,15.8,23.3
28/255,18.7,18.7,24.6
01/256,20.5,20.5,27.1
02/256,24.3,24.3,27.9
03/256,23.7,23.7,29.5
04/256,25.0,25.0,29.1
05/256,26.3,26.3,28.7
06/256,26.6,26.6,31.4
07/256,27.8,27.8,30.9
08/256,27.0,27.0,29.6
09/256,24.8,24.8,30.0
10/256,25.2,25.2,31.4
11/256,23.1,23.1,29.6
12/256,21.9,21.9,27.6
13/256,18.5,18.5,27.7
14/256,17.3,17.3,25.7
15/256,16.9,16.9,24.5
16/256,19.2,19.2,23.1
17/256,16.5,16.5,21.5
18/256,13.6,13.6,19.6
19/256,10.4,10.4,19.8
20/256,8.1,8.1,19.1
21/256,7.6,7.6,18.0
22/256,5.8,5.8,16.6
23/256,11.1,11.1,15.4
24/256,10.9,10.9,18.6
25/256,10.5,10.5,18.4
26/256,13.6,13.6,20.3
27/256,15.2,15.2,22.1
28/256,17.6,17.6,23.2
01/257,18.8,18.8,25.5
02/257,19.0,19.0,28.0
03/257,22.4,22.4,28.9
04/257,24.9,24.9,29.8
05/257,29.1,29.1,29.0
06/257,28.1,28.1,30.4
07/257,28.0,28.0,30.9
08/257,31.2,31.2,31.9
09/257,33.8,33.8,30.7
10/257,31.6,31.6,31.7
11/257,29.2,29.2,30.3
12/257,24.0,24.0,29.7
13/257,22.5,22.5,29.7
14/257,16.6,16.6,29.2
15/257,16.4,16.4,29.1
16/257,18.0,18.0,29.6
17/257,16.1,16.1,27.5
18/257,15.4,15.4,25.4
19/257,13.3,13.3,26.1
20/257,16.8,16.8,25.1
21/257,10.9,10.9,25.1
22/257,9.0,9.0,22.3
23/257,9.4,9.4,23.6
24/257,8.2,8.2,26.7
25/257,13.6,13.6,25.6
26/257,15.7,15.7,25.7
27/257,17.8,17.8,25.5
28/257,16.7,16.7,27.8
01/258,18.7,18.7,29.0
02/258,19.9,19.9,31.0
03/258,22.6,22.6,32.1
04/258,25.3,25.3,31.6
05/258,27.2,27.2,32.6
06/258,30.4,30.4,31.3
07/258,31.0,31.0,31.7
08/258,33.1,33.1,30.4
09/258,30.6,30.6,31.5
10/258,27.6,27.6,31.6
11/258,24.1,24.1,28.6
12/258,25.3,25.3,27.3
13/258,24.8,24.8,26.7
14/258,19.8,19.8,26.6
15/258,20.0,20.0,23.2
16/258,19.7,19.7,22.0
17/258,18.9,18.9,22.2
18/258,15.5,15.5,20.6
19/258,13.5,13.5,20.3
20/258,11.3,11.3,22.1
21/258,10.7,10.7,22.7
22/258,9.4,9.4,22.6
23/258,6.7,6.7,22.3
24/258,8.4,8.4,21.2
25/258,13.4,13.4,23.7
26/258,13.4,13.4,24.3
27/258,15.6,15.6,25.2
28/258,12.0,12.0,26.8
01/259,16.3,16.3,26.7
02/259,17.1,17.1,29.5
03/259,17.9,17.9,31.7
04/259,22.4,22.4,31.7
05/259,25.6,25.6,32.9
06/259,23.8,23.8,33.1
07/259,25.3,25.3,31.7
08/259,26.6,26.6,32.1
09/259,24.4,24.4,32.4
10/259,24.7,24.7,33.5
11/259,23.9,23.9,30.5
12/259,20.6,20.6,30.9
13/259,21.5,21.5,28.8
14/259,20.7,20.7,28.3
15/259,19.5,19.5,26.3
16/259,16.8,16.8,25.7
17/259,15.6,15.6,22.9
18/259,14.7,14.7,18.4
19/259,10.6,10.6,18.1
20/259,10.2,10.2,18.0
21/259,5.4,5.4,16.7
22/259,5.2,5.2,15.7
23/259,7.8,7.8,16.6
24/259,8.1,8.1,17.4
25/259,8.6,8.6,17.2
26/259,12.8,12.8,16.8
27/259,15.1,15.1,16.6
28/259,19.5,19.5,18.3
01/260,17.4,17.4,21.7
02/260,21.6,21.6,22.0
03/260,22.1,22.1,22.7
04/260,24.7,24.7,25.7
05/260,26.6,26.6,25.0
06/260,30.5,30.5,27.1
07/260,29.1,29.1,29.1
08/260,26.7,26.7,28.4
09/260,25.4,25.4,27.9
10/260,28.8,28.8,28.0
11/260,25.8,25.8,27.0
12/260,22.7,22.7,25.9
13/260,19.1,19.1,26.2
14/260,16.9,16.9,26.5
15/260,13.2,13.2,23.5
16/260,14.5,14.5,23.3
17/260,12.5,12.5,23.0
18/260,11.0,11.0,22.6
19/260,5.7,5.7,23.2
20/260,4.0,4.0,22.4
21/260,5.3,5.3,19.9
22/260,4.6,4.6,19.2
23/260,3.5,3.5,20.6
24/260,5.6,5.6,21.8
25/260,8.3,8.3,22.0
26/260,10.3,10.3,24.7
27/260,11.7,11.7,27.7
28/260,13.7,13.7,27.0
01/261,16.1,16.1,25.7
02/261,18.1,18.1,25.5
03/261,18.0,18.0,26.1
04/261,19.9,19.9,27.3
05/261,21.7,21.7,27.2
06/261,26.4,26.4,26.6
07/261,27.9,27.9,27.9
08/261,27.6,27.6,29.0
09/261,27.4,27.4,26.7
10/261,24.0,24.0,25.9
11/261,20.8,20.8,25.4
12/261,22.2,22.2,23.3
13/261,22.6,22.6,24.0
14/261,21.6,21.6,23.8
15/261,19.6,19.6,21.5
16/261,18.0,18.0,21.7
17/261,14.5,14.5,21.2
18/261,12.9,12.9,17.9
19/261,9.8,9.8,18.4
20/261,8.9,8.9,17.5
21/261,6.0,6.0,15.9
22/261,4.0,4.0,13.9
23/261,7.0,7.0,15.3
24/261,8.9,8.9,16.8
25/261,9.8,9.8,18.6
26/261,13.2,13.2,19.1
27/261,15.6,15.6,21.2
28/261,15.9,15.9,22.9
01/262,14.3,14.3,24.9
02/262,18.3,18.3,28.8
03/262,22.3,22.3,29.9
04/262,25.4,25.4,31.5
05/262,26.1,26.1,33.2
06/262,27.6,27.6,33.4
07/262,27.4,27.4,34.7
08/262,24.7,24.7,34.6
09/262,25.6,25.6,34.5
10/262,26.7,26.7,34.8
11/262,23.0,23.0,32.8
12/262,23.9,23.9,31.0
13/262,24.6,24.6,30.3
14/262,22.7,22.7,30.9
15/262,20.9,20.9,29.2
16/262,17.1,17.1,28.3
17/262,17.6,17.6,27.3
18/262,11.7,11.7,25.5
19/262,13.7,13.7,22.9
20/262,12.8,12.8,21.3
21/262,11.9,11.9,20.6
22/262,9.2,9.2,18.9
23/262,9.1,9.1,19.3
24/262,12.7,12.7,20.2
25/262,14.6,14.6,20.9
26/262,19.2,19.2,22.4
27/262,17.9,17.9,22.0
28/262,20.9,20.9,22.2
01/263,20.2,20.2,20.0
02/263,20.7,20.7,21.1
03/263,23.5,23.5,24.7
04/263,24.6,24.6,25.3
05/263,27.1,27.1,27.2
06/263,29.1,29.1,27.2
07/263,29.1,29.1,26.2
08/263,25.9,25.9,27.7
09/263,25.9,25.9,28.0
10/263,25.9,25.9,26.4
11/263,23.3,23.3,24.5
12/263,20.8,20.8,25.8
13/263,17.5,17.5,25.3
14/263,17.1,17.1,24.5
15/263,18.1,18.1,25.5
16/263,18.6,18.6,24.2
17/263,17.6,17.6,22.9
18/263,13.8,13.8,23.9
19/263,12.9,12.9,24.7
20/263,10.2,10.2,24.0
21/263,10.1,10.1,23.4
22/263,8.9,8.9,21.8
23/263,10.9,10.9,22.6
24/263,9.6,9.6,20.8
25/263,9.6,9.6,21.4
26/263,14.1,14.1,24.2
27/263,16.7,16.7,25.7
28/263,17.9,17.9,28.3
01/264,22.7,22.7,28.3
02/264,22.7,22.7,29.9
03/264,25.4,25.4,30.3
04/264,26.3,26.3,30.9
05/264,29.2,29.2,32.1
06/264,29.3,29.3,31.5
07/264,30.6,30.6,30.7
08/264,33.1,33.1,30.2
09/264,29.3,29.3,29.3
10/264,28.9,28.9,27.4
11/264,27.1,27.1,26.2
12/264,24.0,24.0,25.2
13/264,20.9,20.9,23.6
14/264,19.8,19.8,19.8
15/264,17.1,17.1,20.0
16/264,17.5,17.5,19.4
17/264,15.9,15.9,18.8
18/264,11.3,11.3,19.2
19/264,10.5,10.5,18.5
20/264,7.8,7.8,17.0
21/264,5.3,5.3,16.9
22/264,5.4,5.4,15.7
23/264,6.9,6.9,15.8
24/264,6.4,6.4,16.6
25/264,9.1,9.1,14.9
26/264,8.9,8.9,17.0
27/264,9.6,9.6,18.7
28/264,11.4,11.4,20.3
01/265,14.5,14.5,22.0
02/265,18.5,18.5,24.1
03/265,21.3,21.3,24.1
04/265,21.4,21.4,26.4
05/265,24.0,24.0,29.8
06/265,25.4,25.4,31.1
07/265,25.5,25.5,31.2
08/265,27.2,27.2,31.6
09/265,26.1,26.1,31.8
10/265,25.6,25.6,32.3
11/265,23.8,23.8,32.0
12/265,19.2,19.2,30.3
13/265,17.5,17.5,27.3
14/265,17.2,17.2,27.4
15/265,16.5,16.5,28.1
16/265,15.3,15.3,26.9
17/265,11.9,11.9,25.2
18/265,9.4,9.4,24.2
19/265,10.6,10.6,23.1
20/265,9.5,9.5,22.3
21/265,10.1,10.1,20.3
22/265,6.4,6.4,20.1
23/265,7.5,7.5,19.9
24/265,9.3,9.3,18.9
25/265,11.5,11.5,19.5
26/265,15.4,15.4,19.1
27/265,14.8,14.8,20.5
28/265,16.3,16.3,20.7
01/266,16.6,16.6,22.1
02/266,19.6,19.6,23.8
03/266,24.1,24.1,24.6
04/266,22.6,22.6,25.3
05/266,22.1,22.1,26.0
06/266,26.3,26.3,27.1
07/266,27.8,27.8,26.5
08/266,28.1,28.1,25.2
09/266,27.8,27.8,25.0
10/266,24.3,24.3,24.8
11/266,22.1,22.1,25.0
12/266,21.3,21.3,24.0
13/266,21.7,21.7,23.9
14/266,19.3,19.3,23.8
15/266,19.7,19.7,23.1
16/266,19.5,19.5,23.9
17/266,17.6,17.6,24.4
18/266,11.8,11.8,25.0
19/266,12.2,12.2,23.1
20/266,9.0,9.0,23.3
21/266,7.8,7.8,22.7
22/266,10.9,10.9,21.8
23/266,12.4,12.4,22.3
24/266,11.3,11.3,23.4
25/266,11.7,11.7,25.4
26/266,13.4,13.4,27.2
27/266,15.2,15.2,27.5
28/266,17.3,17.3,27.5
01/267,19.3,19.3,28.1
02/267,19.4,19.4,30.6
03/267,20.7,20.7,32.4
04/267,22.8,22.8,35.2
05/267,26.1,26.1,35.2
06/267,29.1,29.1,33.9
07/267,31.9,31.9,34.8
08/267,29.1,29.1,34.2
09/267,29.7,29.7,32.1
10/267,27.8,27.8,31.6
11/267,27.3,27.3,30.6
12/267,24.3,24.3,28.1
13/267,22.7,22.7,26.1
14/267,24.4,24.4,26.4
15/267,19.0,19.0,24.8
16/267,17.4,17.4,24.2
17/267,17.4,17.4,24.0
18/267,15.1,15.1,23.7
19/267,14.4,14.4,22.2
20/267,11.0,11.0,21.3
21/267,11.9,11.9,19.3
22/267,9.3,9.3,18.8
23/267,7.7,7.7,19.0
24/267,12.2,12.2,19.8
25/267,14.2,14.2,20.7
26/267,15.1,15.1,21.2
27/267,14.9,14.9,21.4
28/267,17.9,17.9,24.0
01/268,19.8,19.8,24.3
02/268,19.4,19.4,26.3
03/268,22.2,22.2,28.5
04/268,26.0,26.0,29.0
05/268,28.4,28.4,29.8
06/268,30.6,30.6,31.5
07/268,30.9,30.9,31.1
08/268,30.7,30.7,31.0
09/268,32.2,32.2,31.3
10/268,31.2,31.2,31.8
11/268,24.6,24.6,32.3
12/268,23.6,23.6,31.8
13/268,21.8,21.8,32.5
14/268,21.8,21.8,30.2
15/268,22.8,22.8,29.4
16/268,21.5,21.5,29.4
17/268,22.5,22.5,29.1
18/268,19.0,19.0,27.5
19/268,12.9,12.9,26.4
20/268,12.5,12.5,25.3
21/268,9.9,9.9,23.8
22/268,7.7,7.7,22.7
23/268,6.7,6.7,23.1
24/268,9.1,9.1,22.7
25/268,10.6,10.6,23.2
26/268,12.1,12.1,22.6
27/268,14.3,14.3,24.4
28/268,15.2,15.2,25.3
01/269,19.0,19.0,25.1
02/269,19.1,19.1,25.9
03/269,19.7,19.7,27.7
04/269,21.0,21.0,27.8
05/269,23.4,23.4,29.1
06/269,24.8,24.8,29.9
07/269,27.5,27.5,28.6
08/269,26.4,26.4,27.7
09/269,25.1,25.1,26.6
10/269,25.6,25.6,25.3
11/269,22.8,22.8,25.4
12/269,22.4,22.4,23.6
13/269,21.7,21.7,22.5
14/269,19.1,19.1,23.9
15/269,15.8,15.8,22.2
16/269,15.8,15.8,22.5
17/269,12.4,12.4,21.4
18/269,11.1,11.1,21.0
19/269,11.4,11.4,20.3
20/269,8.9,8.9,19.7
21/269,10.2,10.2,18.9
22/269,7.0,7.0,18.9
23/269,8.9,8.9,18.3
24/269,10.7,10.7,18.7
25/269,12.2,12.2,18.5
26/269,12.4,12.4,21.0
27/269,14.9,14.9,22.4
28/269,14.7,14.7,24.3
01/270,17.9,17.9,25.2
02/270,22.5,22.5,29.0
03/270,24.3,24.3,29.2
04/270,24.5,24.5,29.7
05/270,26.5,26.5,31.2
06/270,28.2,28.2,31.5
07/270,29.0,29.0,30.9
08/270,25.9,25.9,31.1
09/270,24.2,24.2,30.5
10/270,21.9,21.9,28.7
11/270,21.0,21.0,26.1
12/270,17.4,17.4,26.8
13/270,15.5,15.5,27.6
14/270,15.1,15.1,25.2
15/270,15.2,15.2,24.8
16/270,12.1,12.1,23.0
17/270,10.7,10.7,21.3
18/270,10.3,10.3,18.7
19/270,9.2,9.2,17.9
20/270,8.5,8.5,17.3
21/270,6.3,6.3,16.4
22/270,2.6,2.6,14.6
23/270,2.6,2.6,15.2
24/270,5.4,5.4,14.9
25/270,10.2,10.2,15.6
26/270,11.7,11.7,15.5
27/270,10.7,10.7,16.6
28/270,11.8,11.8,18.0
01/271,15.4,15.4,22.0
02/271,17.1,17.1,22.4
03/271,21.2,21.2,24.9
04/271,19.2,19.2,26.6
05/271,20.9,20.9,25.8
06/271,22.8,22.8,25.6
07/271,26.5,26.5,24.9
08/271,29.2,29.2,25.7
09/271,27.5,27.5,25.6
10/271,27.1,27.1,27.8
11/271,26.3,26.3,26.2
12/271,22.3,22.3,26.4
13/271,21.1,21.1,25.8
14/271,17.4,17.4,25.9
15/271,18.3,18.3,26.0
16/271,17.4,17.4,26.9
17/271,16.6,16.6,27.1
18/271,17.2,17.2,25.3
19/271,13.7,13.7,26.3
20/271,12.7,12.7,24.7
21/271,9.7,9.7,22.1
22/271,7.6,7.6,21.4
23/271,5.0,5.0,21.4
24/271,6.5,6.5,21.9
25/271,8.8,8.8,23.2
26/271,11.6,11.6,22.9
27/271,14.1,14.1,24.5
28/271,14.0,14.0,24.0
01/272,15.7,15.7,23.5
02/272,19.0,19.0,26.0
03/272,22.0,22.0,27.1
04/272,23.5,23.5,27.6
05/272,25.3,25.3,28.1
06/272,28.5,28.5,29.1
07/272,28.7,28.7,29.5
08/272,27.4,27.4,28.4
09/272,28.0,28.0,28.4
10/272,26.1,26.1,28.2
11/272,24.2,24.2,27.1
12/272,21.3,21.3,27.3
13/272,18.3,18.3,26.2
14/272,18.1,18.1,25.1
15/272,18.3,18.3,23.6
16/272,16.8,16.8,22.9
17/272,16.2,16.2,21.8
18/272,14.3,14.3,21.6
19/272,11.1,11.1,21.8
20/272,12.0,12.0,20.1
21/272,8.8,8.8,18.7
22/272,8.4,8.4,18.7
23/272,10.1,10.1,16.2
24/272,10.3,10.3,17.1
25/272,12.0,12.0,20.1
26/272,14.8,14.8,22.2
27/272,13.7,13.7,23.4
28/272,14.8,14.8,25.7
01/273,15.8,15.8,27.5
02/273,18.8,18.8,28.9
03/273,19.1,19.1,30.5
04/273,21.5,21.5,29.2
05/273,24.1,24.1,31.4
06/273,26.7,26.7,32.6
07/273,28.1,28.1,34.5
08/273,28.5,28.5,34.8
09/273,28.2,28.2,34.6
10/273,27.5,27.5,33.7
11/273,25.1,25.1,33.0
12/273,21.5,21.5,31.6
13/273,18.4,18.4,30.5
14/273,19.9,19.9,29.3
15/273,20.3,20.3,29.1
16/273,19.3,19.3,28.1
17/273,18.8,18.8,27.5
18/273,17.9,17.9,25.5
19/273,15.7,15.7,24.4
20/273,12.0,12.0,21.5
21/273,9.5,9.5,21.0
22/273,10.5,10.5,20.3
23/273,9.1,9.1,18.7
24/273,11.2,11.2,16.7
25/273,11.2,11.2,17.9
26/273,12.3,12.3,18.7
27/273,11.6,11.6,20.0
28/273,14.1,14.1,21.5
01/274,16.3,16.3,23.6
02/274,22.3,22.3,24.9
03/274,25.0,25.0,24.9
04/274,25.6,25.6,22.8
05/274,30.3,30.3,25.2
06/274,33.2,33.2,25.1
07/274,31.4,31.4,26.9
08/274,31.3,31.3,26.4
09/274,27.2,27.2,26.9
10/274,26.9,26.9,27.2
11/274,24.4,24.4,26.9
12/274,22.3,22.3,25.7
13/274,20.9,20.9,25.2
14/274,22.1,22.1,24.6
15/274,21.2,21.2,26.7
16/274,19.1,19.1,25.4
17/274,20.1,20.1,24.3
18/274,18.9,18.9,23.6
19/274,12.2,12.2,23.4
20/274,7.4,7.4,22.4
21/274,6.9,6.9,21.7
22/274,4.2,4.2,20.8
23/274,4.1,4.1,20.6
24/274,7.9,7.9,21.7
25/274,9.9,9.9,21.9
26/274,14.8,14.8,21.3
27/274,13.3,13.3,23.0
28/274,14.5,14.5,25.2
01/275,17.1,17.1,26.6
02/275,15.9,15.9,27.5
03/275,18.1,18.1,29.1
04/275,20.0,20.0,29.0
05/275,23.7,23.7,30.4
06/275,25.1,25.1,30.1
07/275,27.5,27.5,30.3
08/275,26.5,26.5,29.7
09/275,27.8,27.8,30.7
10/275,25.4,25.4,27.7
11/275,23.2,23.2,25.1
12/275,19.7,19.7,24.7
13/275,19.0,19.0,22.0
14/275,17.6,17.6,20.5
15/275,18.7,18.7,20.9
16/275,20.3,20.3,20.0
17/275,16.5,16.5,20.1
18/275,15.1,15.1,17.8
19/275,12.9,12.9,17.7
20/275,12.9,12.9,14.6
21/275,8.1,8.1,15.8
22/275,8.0,8.0,16.1
23/275,8.5,8.5,14.2
24/275,9.9,9.9,14.6
25/275,10.6,10.6,15.3
26/275,10.8,10.8,15.3
27/275,14.9,14.9,18.1
28/275,19.2,19.2,21.3
01/276,16.1,16.1,24.6
02/276,15.3,15.3,27.8
03/276,17.6,17.6,27.5
04/276,19.1,19.1,29.9
05/276,20.8,20.8,31.1
06/276,23.6,23.6,31.8
07/276,24.6,24.6,31.5
08/276,25.7,25.7,33.2
09/276,26.1,26.1,35.4
10/276,24.4,24.4,34.7
11/276,25.2,25.2,34.0
12/276,20.8,20.8,31.2
13/276,19.9,19.9,29.8
14/276,17.6,17.6,28.5
15/276,17.9,17.9,27.0
16/276,16.7,16.7,27.5
17/276,14.7,14.7,26.7
18/276,15.6,15.6,24.9
19/276,13.2,13.2,24.1
20/276,11.8,11.8,24.2
21/276,7.0,7.0,23.1
22/276,5.2,5.2,19.7
23/276,5.9,5.9,20.2
24/276,8.2,8.2,21.6
25/276,10.4,10.4,22.1
26/276,13.0,13.0,22.3
27/276,16.2,16.2,21.8
28/276,19.5,19.5,22.8
01/277,21.5,21.5,22.7
02/277,23.1,23.1,25.8
03/277,25.3,25.3,27.5
04/277,24.6,24.6,28.6
05/277,26.6,26.6,29.7
06/277,27.4,27.4,28.7
07/277,31.5,31.5,30.8
08/277,35.5,35.5,32.5
09/277,33.8,33.8,32.3
10/277,30.4,30.4,31.2
11/277,24.6,24.6,31.4
12/277,24.6,24.6,28.4
13/277,21.2,21.2,28.1
14/277,23.0,23.0,25.4
15/277,21.7,21.7,25.9
16/277,22.1,22.1,25.6
17/277,19.2,19.2,23.3
18/277,17.1,17.1,24.5
19/277,14.7,14.7,23.7
20/277,11.3,11.3,23.7
21/277,7.3,7.3,22.5
22/277,5.4,5.4,21.4
23/277,4.7,4.7,22.7
24/277,8.6,8.6,23.1
25/277,9.9,9.9,22.3
26/277,12.4,12.4,24.8
27/277,15.0,15.0,25.9
28/277,15.7,15.7,27.1
01/278,19.0,19.0,29.7
02/278,21.0,21.0,28.5
03/278,24.4,24.4,30.3
04/278,28.7,28.7,33.0
05/278,28.9,28.9,34.1
06/278,31.9,31.9,35.1
07/278,31.8,31.8,33.1
08/278,28.4,28.4,35.5
09/278,27.5,27.5,33.1
10/278,25.6,25.6,32.9
11/278,27.0,27.0,31.2
12/278,19.7,19.7,29.0
13/278,20.5,20.5,26.5
14/278,19.8,19.8,25.7
15/278,20.0,20.0,24.5
16/278,17.3,17.3,22.6
17/278,17.4,17.4,21.7
18/278,16.8,16.8,21.6
19/278,16.1,16.1,20.0
20/278,15.1,15.1,18.2
21/278,11.2,11.2,18.0
22/278,10.9,10.9,17.7
23/278,10.7,10.7,17.0
24/278,13.4,13.4,17.5
25/278,12.8,12.8,16.4
26/278,12.7,12.7,18.3
27/278,15.8,15.8,19.0
28/278,17.1,17.1,21.0
01/279,19.3,19.3,23.0
02/279,18.0,18.0,25.5
03/279,21.1,21.1,27.0
04/279,20.8,20.8,28.6
05/279,23.0,23.0,29.0
06/279,26.6,26.6,30.8
07/279,27.6,27.6,30.5
08/279,28.0,28.0,32.3
09/279,26.1,26.1,32.8
10/279,28.3,28.3,32.5
11/279,27.2,27.2,31.1
12/279,21.6,21.6,30.7
13/279,18.1,18.1,29.6
14/279,17.3,17.3,29.2
15/279,16.8,16.8,28.7
16/279,18.3,18.3,27.1
17/279,15.3,15.3,25.2
18/279,11.6,11.6,22.5
19/279,10.7,10.7,22.0
20/279,8.9,8.9,22.3
21/279,8.0,8.0,22.4
22/279,7.1,7.1,20.0
23/279,9.8,9.8,21.4
24/279,7.8,7.8,22.3
25/279,9.8,9.8,22.2
26/279,13.2,13.2,21.6
27/279,17.9,17.9,21.5
28/279,18.3,18.3,23.2
01/280,19.1,19.1,21.0
02/280,21.9,21.9,23.6
03/280,23.7,23.7,22.8
04/280,25.2,25.2,24.3
05/280,27.9,27.9,24.1
06/280,28.2,28.2,24.9
07/280,26.1,26.1,24.1
08/280,24.6,24.6,24.9
09/280,26.4,26.4,21.7
10/280,25.3,25.3,22.3
11/280,23.8,23.8,23.8
12/280,19.6,19.6,22.3
13/280,17.3,17.3,23.7
14/280,15.7,15.7,24.4
15/280,16.0,16.0,22.3
16/280,15.9,15.9,23.0
17/280,17.6,17.6,22.2
18/280,12.9,12.9,18.9
19/280,9.8,9.8,17.6
20/280,8.4,8.4,17.8
21/280,6.0,6.0,16.9
22/280,3.3,3.3,17.8
23/280,4.9,4.9,17.9
24/280,5.3,5.3,20.0
25/280,5.3,5.3,18.5
26/280,11.4,11.4,21.1
27/280,13.0,13.0,24.0
28/280,17.6,17.6,25.4
01/281,20.0,20.0,27.4
02/281,18.5,18.5,29.5
03/281,18.5,18.5,30.4
04/281,21.8,21.8,30.9
05/281,22.7,22.7,31.8
06/281,23.8,23.8,33.0
07/281,24.2,24.2,32.5
08/281,28.5,28.5,32.5
09/281,27.8,27.8,31.4
10/281,25.9,25.9,30.5
11/281,26.1,26.1,29.7
12/281,27.4,27.4,26.4
13/281,22.2,22.2,25.9
14/281,19.7,19.7,24.9
15/281,17.6,17.6,22.9
16/281,17.9,17.9,21.7
17/281,18.0,18.0,20.6
18/281,16.3,16.3,20.1
19/281,14.0,14.0,17.9
20/281,10.9,10.9,16.4
21/281,9.4,9.4,16.4
22/281,6.8,6.8,16.2
23/281,8.1,8.1,18.1
24/281,9.6,9.6,19.0
25/281,11.1,11.1,17.8
26/281,15.1,15.1,18.5
27/281,18.5,18.5,20.2
28/281,20.5,20.5,22.6
01/282,20.5,20.5,23.3
02/282,21.9,21.9,24.7
03/282,20.1,20.1,25.0
04/282,19.9,19.9,27.4
05/282,23.1,23.1,29.7
06/282,24.4,24.4,29.8
07/282,26.3,26.3,31.9
08/282,26.3,26.3,30.3
09/282,27.4,27.4,31.2
10/282,28.0,28.0,32.3
11/282,26.2,26.2,33.1
12/282,21.9,21.9,28.5
13/282,21.2,21.2,27.8
14/282,17.4,17.4,26.0
15/282,15.2,15.2,27.6
16/282,17.8,17.8,25.8
17/282,14.9,14.9,26.5
18/282,12.5,12.5,24.8
19/282,14.3,14.3,25.6
20/282,14.2,14.2,25.8
21/282,11.7,11.7,25.3
22/282,9.8,9.8,22.8
23/282,12.3,12.3,23.5
24/282,13.0,13.0,22.3
25/282,14.8,14.8,22.5
26/282,15.2,15.2,25.2
27/282,19.4,19.4,25.1
28/282,21.0,21.0,24.2
01/283,19.5,19.5,25.5
02/283,19.9,19.9,27.4
03/283,21.0,21.0,29.1
04/283,22.0,22.0,27.9
05/283,25.4,25.4,27.8
06/283,28.1,28.1,28.7
07/283,30.5,30.5,27.9
08/283,32.9,32.9,29.9
09/283,30.8,30.8,28.7
10/283,28.4,28.4,26.9
11/283,26.4,26.4,28.3
